rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr10	121786671	121786698	159582	-	chr10	121824946	121824972	+	ATE1	protein_coding
chr10	121902168	121902194	57371	-	chr10	97463931	97463957	+	ATE1	protein_coding
chr14	57035384	57035410	173892	-	chr14	57779412	57779437	-	ENSG00000286257	lncRNA
chr7	90461518	90461546	178044	+	chr7	122389899	122389925	+	ENSG00000273299	lncRNA
chr6	148956778	148956805	44162	+	chr6	42266631	42266657	+	UST	protein_coding
chr6	148836970	148836997	213117	+	chr11	91064679	91064704	-	UST	protein_coding
chr6	149018927	149018954	68943	+	chr9	20651940	20651966	-	UST	protein_coding
chr6	135733483	135733510	67140	+	chr6	26825913	26825939	+	AHI1-DT	lncRNA
chr6	135715365	135715392	180892	+	chr11	87564983	87565009	+	AHI1-DT	lncRNA
chr6	135760161	135760188	73763	+	chr9	101703318	101703344	-	AHI1-DT	lncRNA
chr4	86762696	86762722	31940	+	chr18	46175547	46175572	+	PTPN13	protein_coding
chr4	86767822	86767849	117659	+	chr4	86840861	86840887	+	PTPN13	protein_coding
chr7	35028517	35028544	99975	-	chr7	35121481	35121505	-	DPY19L1	protein_coding
chr5	42911222	42911248	41370	+	chr5	42911620	42911647	+	ENSG00000286271	lncRNA
chr4	151298467	151298493	202103	-	chr4	152195830	152195856	-	SH3D19	protein_coding
chr4	151232677	151232705	214082	-	chr4	155413868	155413894	+	SH3D19	protein_coding
chr13	21517936	21517963	8205	-	chr10	91248915	91248941	+	MICU2	protein_coding
chr12	118250367	118250393	90332	-	chr17	60347067	60347092	+	TAOK3	protein_coding
chr12	118365609	118365636	82956	-	chr10	44419971	44419998	+	TAOK3	protein_coding
chr5	143698258	143698285	168348	+	chr10	93395938	93395964	+	ENSG00000249881	lncRNA
chr5	143641547	143641574	214863	+	chr5	101689405	101689431	+	ENSG00000249881	lncRNA
chr3	148510368	148510395	42	-	chr3	147096246	147096272	+	ENSG00000285557	lncRNA
chr3	148459887	148459913	67760	-	chr4	150555580	150555606	+	ENSG00000285557	lncRNA
chr8	69063445	69063472	222151	-	chr5	123451538	123451564	-	LINC01592	lncRNA
chr8	69036069	69036096	153377	-	chr8	69066964	69066989	-	LINC01592	lncRNA
chr13	63910902	63910930	127393	-	chr4	125217438	125217463	+	LINC00355	lncRNA
chr13	63951275	63951302	72583	-	chr13	55920383	55920408	+	LINC00355	lncRNA
chr11	86054019	86054046	112411	-	chr9	103728464	103728489	+	PICALM	protein_coding
chr1	192897185	192897213	14154	-	chr15	35186209	35186235	+	ENSG00000285280	lncRNA
chr1	192910346	192910373	14532	-	chr15	83907264	83907290	+	ENSG00000285280	lncRNA
chr1	192894095	192894122	227660	-	chr1	191914519	191914546	-	ENSG00000285280	lncRNA
chr1	192626247	192626273	106292	-	chr1	191882780	191882805	-	ENSG00000285280	lncRNA
chr1	192471517	192471544	25341	-	chr3	65845858	65845884	-	ENSG00000285280	lncRNA
chr1	192895532	192895558	219731	-	chr7	105451093	105451119	+	ENSG00000285280	lncRNA
chr1	192697036	192697063	195314	-	chr10	22652253	22652278	+	ENSG00000285280	lncRNA
chr19	27766576	27766603	248767	-	chr19	28274373	28274399	+	LINC00662	lncRNA
chr16	13140378	13140405	56314	+	chr1	131396522	131396548	-	SHISA9	protein_coding
chr16	13131217	13131244	103731	+	chr12	70916899	70916925	-	SHISA9	protein_coding
chr16	13174962	13174989	236932	+	chr16	16321895	16321921	-	SHISA9	protein_coding
chr13	108358786	108358812	189411	+	chr8	106295708	106295733	+	ENSG00000283384	lncRNA
chr6	34307798	34307825	164019	-	chr6	34496650	34496674	+	NUDT3	protein_coding
chr10	125986102	125986128	39901	+	chr16	12030130	12030155	+	FANK1	protein_coding
chr18	73226204	73226231	60585	-	chr17	25860647	25860672	+	LINC02864	lncRNA
chr8	32063545	32063572	60655	+	chr2	140850791	140850816	-	NRG1-IT1	lncRNA
chr6	131583366	131583390	162484	+	chr17	8597821	8597847	+	ARG1	protein_coding
chr14	54693495	54693523	184445	+	chr14	62419922	62419948	+	SAMD4A	protein_coding
chr14	54712096	54712122	91041	+	chr14	54712242	54712267	+	SAMD4A	protein_coding
chr1	167116496	167116523	79459	-	chr11	61900547	61900574	-	GPA33	protein_coding
chr12	70032766	70032792	99707	-	chr5	64806602	64806628	-	PRANCR	lncRNA
chr12	69973907	69973933	56746	-	chr2	87280193	87280219	+	PRANCR	lncRNA
chr12	70043003	70043033	231720	-	chr9	96389684	96389710	-	PRANCR	lncRNA
chr16	75755027	75755053	59237	+	chr16	76238449	76238476	+	TERF2IP	protein_coding
chr6	87250285	87250311	174696	+	chr15	36806512	36806538	+	ZNF292	protein_coding
chr2	39651285	39651312	234113	+	chr11	98208239	98208264	-	MAP4K3-DT	lncRNA
chr2	39617950	39617977	142943	+	chr1	165452829	165452855	-	MAP4K3-DT	lncRNA
chr11	109471825	109471851	173728	-	chr5	81783050	81783076	+	ENSG00000255028	lncRNA
chr11	109579673	109579699	101421	-	chr14	99732455	99732480	-	ENSG00000255028	lncRNA
chr12	100126131	100126158	230639	-	chr12	100117584	100117610	-	BLTP3B	protein_coding
chr14	30259123	30259150	195374	-	chr18	9983205	9983231	-	ENSG00000248975	lncRNA
chr8	74110169	74110197	156225	+	chr13	25888715	25888740	+	ENSG00000253983	lncRNA
chr12	17709692	17709719	155004	+	chr9	32696350	32696376	-	ENSG00000256389	lncRNA
chr12	17545302	17545329	164188	+	chr12	17482425	17482451	+	ENSG00000256389	lncRNA
chr15	36669898	36669925	214260	+	chr16	50158648	50158674	+	CDIN1	protein_coding
chr15	36695770	36695797	35511	+	chr7	44943071	44943096	-	CDIN1	protein_coding
chr4	32021848	32021876	232969	+	chr1	87172334	87172359	-	LINC02506	lncRNA
chr4	32012991	32013018	108076	+	chr4	32059775	32059800	+	LINC02506	lncRNA
chr7	143482106	143482132	103216	+	chr11	51942576	51942601	-	EPHA1-AS1	lncRNA
chr13	67080455	67080482	90185	-	chr3	136136639	136136666	-	PCDH9	protein_coding
chr13	66917483	66917510	76617	-	chr6	127981413	127981439	+	PCDH9	protein_coding
chr13	66428275	66428302	183055	-	chr13	70380316	70380342	-	PCDH9	protein_coding
chr13	66437337	66437364	197908	-	chr13	64270788	64270814	+	PCDH9	protein_coding
chr13	66889185	66889212	158727	-	chr15	78145963	78145989	+	PCDH9	protein_coding
chr13	66847140	66847167	167713	-	chr1	136026433	136026458	-	PCDH9	protein_coding
chr13	66643074	66643101	40307	-	chr12	82704822	82704847	-	PCDH9	protein_coding
chr13	67137470	67137497	69410	-	chr6	30132557	30132583	+	PCDH9	protein_coding
chr4	102613380	102613407	8296	+	chr9	53761475	53761502	+	NFKB1	protein_coding
chr12	79598467	79598494	3579	-	chr2	118717250	118717275	+	PAWR	protein_coding
chr2	37046036	37046057	112188	-	chr17	39843530	39843550	-	HEATR5B	protein_coding
chr17	7827112	7827134	248370	+	chr14	63969508	63969533	+	DNAH2	protein_coding
chr4	25780669	25780696	5019	-	chr17	14912513	14912539	-	SEL1L3	protein_coding
chr2	165188984	165189011	246574	-	chr1	153648483	153648508	-	SCN3A	protein_coding
chr2	172150820	172150846	578	+	chr14	73205077	73205102	-	ENSG00000232555	lncRNA
chr2	172350448	172350475	22560	+	chr2	171827480	171827505	+	ENSG00000232555	lncRNA
chr6	75607592	75607619	12315	+	chr11	95123833	95123859	+	SENP6	protein_coding
chr2	16638415	16638442	48117	-	chr2	4783987	4784013	+	CYRIA	protein_coding
chr10	13811146	13811173	188166	-	chr15	93224401	93224427	+	FRMD4A	protein_coding
chr10	13773985	13774009	226377	-	chr10	13810561	13810587	+	FRMD4A	protein_coding
chr10	13801721	13801748	189996	-	chr7	56594814	56594840	-	FRMD4A	protein_coding
chr10	13836231	13836258	123726	-	chr16	92015828	92015854	-	FRMD4A	protein_coding
chr10	13676455	13676482	148621	-	chr10	13460305	13460331	-	FRMD4A	protein_coding
chr10	13776663	13776690	43064	-	chr10	23570655	23570680	-	FRMD4A	protein_coding
chr10	13801711	13801737	224404	-	chr10	28092289	28092315	+	FRMD4A	protein_coding
chr10	59346704	59346731	27563	-	chr13	26895791	26895819	-	FAM13C	protein_coding
chr3	142713288	142713314	161424	+	chrX	42175825	42175852	-	PLS1	protein_coding
chr8	91102539	91102566	104912	+	chr6	47175574	47175601	+	LRRC69	protein_coding
chr16	64522000	64522027	132863	+	chr2	115616187	115616212	+	ENSG00000259846	lncRNA
chr16	64448636	64448663	45568	+	chr5	118747307	118747332	+	ENSG00000259846	lncRNA
chr16	73391324	73391352	100543	+	chr16	73391118	73391144	-	LINC01568	lncRNA
chr10	63321771	63321798	32262	-	chr7	23723793	23723819	-	JMJD1C	protein_coding
chr10	63322930	63322957	194336	-	chr2	163317840	163317866	-	JMJD1C	protein_coding
chr10	63327274	63327301	99334	-	chr19	15013660	15013685	-	JMJD1C	protein_coding
chr12	19984686	19984712	157754	+	chr17	26948342	26948368	+	ENSG00000255910	lncRNA
chr12	19981148	19981175	117100	+	chr1	51488533	51488560	+	ENSG00000255910	lncRNA
chr11	9061481	9061508	84972	-	chr11	22355947	22355973	+	SCUBE2	protein_coding
chrX	111378873	111378900	61469	-	chr8	123255565	123255591	+	DCX	protein_coding
chr2	171347866	171347893	206193	-	chr6	124668146	124668171	-	METTL8	protein_coding
chr19	29317985	29318012	206074	-	chr8	121072488	121072514	+	VSTM2B-DT	lncRNA
chr18	73942434	73942462	8083	-	chr18	73957335	73957361	-	ENSG00000263655	lncRNA
chr3	133339998	133340025	54199	+	chr2	165030622	165030648	+	TMEM108	protein_coding
chr3	133311421	133311448	162168	+	chr4	18101441	18101467	+	TMEM108	protein_coding
chr3	133314247	133314274	146827	+	chr3	131807069	131807095	-	TMEM108	protein_coding
chr14	25043932	25043959	18117	-	chr7	37338036	37338061	-	STXBP6	protein_coding
chr14	24922318	24922341	92877	-	chr9	118460150	118460175	-	STXBP6	protein_coding
chr11	11944718	11944745	224360	+	chr11	32957112	32957138	-	USP47	protein_coding
chr13	84276999	84277025	188859	+	chr6	21682038	21682064	+	ENSG00000288016	lncRNA
chr13	84271176	84271203	233967	+	chr13	92941336	92941362	-	ENSG00000288016	lncRNA
chr13	84136012	84136039	152283	+	chr4	32669160	32669185	+	ENSG00000288016	lncRNA
chr13	36054414	36054441	103975	-	chr13	35926037	35926063	-	DCLK1	protein_coding
chr13	36028661	36028688	106824	-	chr13	36096372	36096397	-	DCLK1	protein_coding
chr13	36084081	36084108	57793	-	chr13	36571910	36571936	-	DCLK1	protein_coding
chr9	27186908	27186934	98108	+	chr1	87176502	87176528	-	TEK	protein_coding
chr7	43622498	43622525	71767	-	chr1	53254007	53254033	-	COA1	protein_coding
chr10	57200764	57200791	179995	-	chr4	129349442	129349468	-	ENSG00000289158	lncRNA
chr3	7675864	7675891	245661	+	chr9	49321746	49321772	-	GRM7	protein_coding
chr3	7399386	7399413	171524	+	chr10	109773433	109773459	+	GRM7	protein_coding
chr3	7508701	7508728	111652	+	chr3	108399741	108399768	-	GRM7	protein_coding
chr3	7549610	7549637	129380	+	chr8	86774787	86774813	-	GRM7	protein_coding
chr3	7522154	7522180	243319	+	chr3	26442379	26442405	-	GRM7	protein_coding
chr3	7602199	7602226	157238	+	chr3	7603019	7603045	+	GRM7	protein_coding
chr3	7519343	7519370	182497	+	chr16	85141299	85141324	+	GRM7	protein_coding
chr3	7391823	7391850	33192	+	chr2	98475060	98475086	+	GRM7	protein_coding
chr2	29772207	29772234	116362	-	chr2	29924510	29924535	+	ALK	protein_coding
chr2	29781013	29781040	180089	-	chr2	29769075	29769101	+	ALK	protein_coding
chr2	29778952	29778979	240768	-	chr19	3408015	3408041	+	ALK	protein_coding
chr2	29770203	29770230	76945	-	chr1	113123371	113123396	+	ALK	protein_coding
chr2	29776866	29776892	127344	-	chr10	113860510	113860535	+	ALK	protein_coding
chr2	29776823	29776850	195308	-	chr8	40811139	40811165	+	ALK	protein_coding
chr16	18806404	18806431	19360	-	chr2	172762327	172762353	-	SMG1	protein_coding
chr12	70617374	70617401	184130	-	chrX	88067909	88067934	+	PTPRB	protein_coding
chr6	28086414	28086443	215142	-	chr6	28384194	28384220	-	ZSCAN16-AS1	lncRNA
chr8	40554314	40554341	186879	-	chr3	51492089	51492116	-	ZMAT4	protein_coding
chr8	40603831	40603858	148238	-	chr8	37119521	37119547	+	ZMAT4	protein_coding
chr8	40597538	40597564	239972	-	chr11	98726345	98726371	+	ZMAT4	protein_coding
chr15	25471362	25471389	59123	-	chr19	3668601	3668628	-	LINC02250	lncRNA
chr15	57697184	57697209	5034	+	chr15	12149239	12149264	-	GCOM1	protein_coding
chr12	11797217	11797243	136538	+	chr9	55330186	55330212	-	ETV6	protein_coding
chr12	11675972	11675998	125661	+	chr12	16124191	16124217	-	ETV6	protein_coding
chr3	97909189	97909217	65004	+	chr9	60428837	60428863	-	CRYBG3	protein_coding
chr11	102147589	102147616	1822	+	chr11	102407589	102407615	+	YAP1	protein_coding
chr2	174642766	174642793	177865	-	chr10	121593628	121593654	-	WIPF1	protein_coding
chr1	21014561	21014588	70346	-	chr13	114437625	114437650	-	EIF4G3	protein_coding
chr1	20818932	20818959	186732	-	chr1	19197446	19197472	-	EIF4G3	protein_coding
chr1	20810068	20810094	78730	-	chr10	85534749	85534775	+	EIF4G3	protein_coding
chr16	33244154	33244181	33319	-	chr18	12100447	12100473	-	ENSG00000261507	lncRNA
chr18	31930766	31930794	58920	-	chr1	119495753	119495779	-	TRAPPC8	protein_coding
chr6	119177001	119177028	166017	+	chr1	95345592	95345617	+	ENSG00000253194	lncRNA
chr6	119179406	119179433	6842	+	chr5	23672062	23672087	-	ENSG00000253194	lncRNA
chr11	105688610	105688637	238304	+	chr11	107205172	107205197	-	GRIA4	protein_coding
chr11	105866596	105866623	227873	+	chr19	27267909	27267934	-	GRIA4	protein_coding
chr11	105636865	105636888	32069	+	chr16	13789395	13789422	+	GRIA4	protein_coding
chr14	85568758	85568785	169840	+	chr4	137376048	137376075	+	FLRT2	protein_coding
chr13	20593592	20593618	18979	+	chr8	13386405	13386432	+	IFT88	protein_coding
chr2	135168163	135168189	35523	+	chr2	135083383	135083408	+	RAB3GAP1	protein_coding
chr12	51437993	51438019	1885	+	chr12	41692887	41692914	-	SLC4A8	protein_coding
chr4	120429525	120429553	56879	+	chr4	95042488	95042514	+	MAD2L1-DT	lncRNA
chr4	120440703	120440730	147804	+	chr4	154016773	154016799	+	MAD2L1-DT	lncRNA
chr4	120407833	120407860	6426	+	chr4	27001863	27001888	+	MAD2L1-DT	lncRNA
chr4	120407022	120407050	197043	+	chr17	31010415	31010441	-	MAD2L1-DT	lncRNA
chr7	44292361	44292389	222925	-	chr11	98996173	98996199	+	CAMK2B	protein_coding
chr1	45805011	45805038	18774	+	chr19	46957491	46957517	-	MAST2	protein_coding
chr1	45800042	45800069	69921	+	chr3	41459010	41459036	-	MAST2	protein_coding
chr15	53520227	53520250	98823	-	chr16	33113962	33113988	-	WDR72	protein_coding
chr15	53644827	53644854	52149	-	chrX	39604449	39604476	+	WDR72	protein_coding
chr9	106302490	106302517	183296	+	chr17	89493578	89493599	-	LINC01505	lncRNA
chr9	106371866	106371892	220383	+	chr9	36535753	36535777	+	LINC01505	lncRNA
chr9	106460045	106460073	14446	+	chr12	4097509	4097536	-	LINC01505	lncRNA
chr9	106740861	106740889	162658	+	chr4	44554187	44554213	+	LINC01505	lncRNA
chr9	106301489	106301516	142611	+	chr2	162273043	162273069	-	LINC01505	lncRNA
chr9	106294374	106294401	19460	+	chr9	103446588	103446614	-	LINC01505	lncRNA
chr6	108665440	108665467	2191	+	chr6	144071384	144071409	-	FOXO3	protein_coding
chr17	82632407	82632434	19695	+	chr5	23610643	23610669	+	FOXK2	protein_coding
chr14	102977276	102977302	159415	-	chr19	52956471	52956497	+	CDC42BPB	protein_coding
chr3	57516106	57516132	135040	-	chr3	27715186	27715211	+	DNAH12	protein_coding
chr1	183592926	183592953	201649	+	chr14	33722787	33722814	-	SMG7	protein_coding
chr10	119457210	119457237	161780	+	chr10	119754326	119754352	-	GRK5	protein_coding
chr10	119454870	119454897	28031	+	chr2	110449992	110450018	+	GRK5	protein_coding
chr1	159162062	159162089	121185	-	chr13	79429702	79429728	+	AIM2	protein_coding
chr10	89439088	89439114	179969	-	chr10	44540955	44540980	-	SLC16A12	protein_coding
chr17	43596273	43596300	12464	+	chr14	27299245	27299271	-	DHX8	protein_coding
chr12	40787252	40787279	57324	+	chr17	44011150	44011177	+	CNTN1	protein_coding
chr12	40815727	40815754	144535	+	chr6	63272078	63272103	-	CNTN1	protein_coding
chr12	40864453	40864479	89997	+	chr12	39598402	39598428	-	CNTN1	protein_coding
chr11	3774709	3774736	144582	-	chr3	24622427	24622453	+	NUP98	protein_coding
chr15	73091274	73091301	91445	+	chr2	151019832	151019858	-	NEO1	protein_coding
chr15	73269654	73269681	130408	+	chr5	30861950	30861976	-	NEO1	protein_coding
chr15	37375296	37375322	56762	-	chr15	38124970	38124996	-	ENSG00000259434	lncRNA
chr17	65213618	65213642	77390	+	chr17	65213416	65213441	-	RGS9	protein_coding
chr14	64147526	64147554	230165	-	chr12	72585679	72585705	+	ESR2	protein_coding
chr14	64222797	64222824	47917	-	chr4	78741859	78741884	+	ESR2	protein_coding
chr8	124098821	124098848	152851	-	chr15	37141753	37141779	+	FER1L6-AS2	lncRNA
chr6	122709080	122709106	11787	+	chr16	17759667	17759693	+	PKIB	protein_coding
chr6	122706799	122706826	128762	+	chr3	104657759	104657785	+	PKIB	protein_coding
chr5	102440418	102440445	184976	-	chr1	20583091	20583117	-	SLCO6A1	protein_coding
chr6	48031634	48031663	109864	-	chr11	9703469	9703496	-	PTCHD4	protein_coding
chr6	48041755	48041782	15207	-	chr12	56095461	56095487	+	PTCHD4	protein_coding
chr12	20996277	20996305	173631	+	chr6	30713608	30713634	+	SLCO1B7	transcribed_unprocessed_pseudogene
chr18	64352789	64352814	160888	+	chr1	74305240	74305265	-	LINC01924	lncRNA
chr18	64367575	64367602	193235	+	chr18	67940039	67940065	+	LINC01924	lncRNA
chr18	64332041	64332067	244579	+	chr17	23984638	23984663	+	LINC01924	lncRNA
chr3	128380982	128381009	192413	+	chr12	81009317	81009343	+	EEFSEC	protein_coding
chr3	128171843	128171869	40340	+	chr10	47417282	47417309	+	EEFSEC	protein_coding
chr2	115659275	115659302	6388	+	chr2	115037947	115037973	+	DPP10	protein_coding
chr2	115683799	115683826	109438	+	chr11	32169392	32169418	+	DPP10	protein_coding
chr2	115734039	115734066	32067	+	chr2	115534303	115534329	-	DPP10	protein_coding
chr2	115704622	115704649	179378	+	chr4	146493484	146493510	+	DPP10	protein_coding
chr2	115607485	115607512	38969	+	chr2	115621391	115621417	+	DPP10	protein_coding
chr2	115584041	115584067	234836	+	chr12	82254256	82254282	+	DPP10	protein_coding
chr2	115697383	115697409	153448	+	chr2	117253719	117253745	-	DPP10	protein_coding
chr2	115719873	115719899	103088	+	chr2	82665291	82665316	+	DPP10	protein_coding
chr2	115598620	115598647	200361	+	chr2	66937113	66937139	-	DPP10	protein_coding
chr2	115714591	115714618	205015	+	chr2	91451726	91451752	-	DPP10	protein_coding
chr2	115727040	115727067	199871	+	chr7	75800732	75800758	+	DPP10	protein_coding
chr19	42523602	42523629	29179	+	chr5	30129544	30129570	+	LIPE-AS1	lncRNA
chr19	42457857	42457883	146	+	chr3	101678519	101678545	-	LIPE-AS1	lncRNA
chr10	85952920	85952946	5225	-	chr17	25510509	25510535	+	GRID1	protein_coding
chr10	85882465	85882492	178953	-	chr17	30639739	30639765	+	GRID1	protein_coding
chr10	86060259	86060287	133063	-	chr2	37872613	37872639	-	GRID1	protein_coding
chr10	86220436	86220463	162110	-	chr10	86157311	86157337	+	GRID1	protein_coding
chr10	85939768	85939795	65813	-	chr3	145901995	145902021	-	GRID1	protein_coding
chr10	85895313	85895340	232626	-	chr3	18943332	18943358	+	GRID1	protein_coding
chr9	107062051	107062078	14754	-	chr9	73221730	73221756	+	ENSG00000230782	lncRNA
chr1	94031442	94031469	215336	-	chr18	49211586	49211612	-	ABCA4	protein_coding
chr17	77153960	77153985	222224	+	chr17	77153628	77153654	-	SEC14L1	protein_coding
chr2	120855424	120855450	95986	+	chr2	166941378	166941404	+	GLI2	protein_coding
chr2	120766075	120766102	236790	+	chr16	30916470	30916496	+	GLI2	protein_coding
chr11	103940750	103940776	185938	-	chr11	103362853	103362879	-	PDGFD	protein_coding
chr11	103948862	103948889	180367	-	chr10	95823193	95823219	-	PDGFD	protein_coding
chr1	92933988	92934015	61525	-	chr2	118356380	118356406	-	DIPK1A	protein_coding
chr3	121310205	121310232	243827	+	chr5	150688182	150688207	+	STXBP5L	protein_coding
chr3	121097009	121097036	183998	+	chr9	40539659	40539685	-	STXBP5L	protein_coding
chr3	121306911	121306938	119263	+	chr12	105654164	105654190	+	STXBP5L	protein_coding
chr3	121133026	121133053	28903	+	chr13	37835670	37835696	-	STXBP5L	protein_coding
chr1	170995706	170995733	45662	+	chr3	107659697	107659723	-	MROH9	protein_coding
chr9	96514538	96514564	159601	-	chr9	96053722	96053747	+	CDC14B	protein_coding
chr2	137076211	137076238	179692	+	chr4	142421912	142421938	+	THSD7B	protein_coding
chr2	137055996	137056023	58554	+	chr2	121282279	121282305	-	THSD7B	protein_coding
chr2	136893305	136893333	112407	+	chr2	137116813	137116839	-	THSD7B	protein_coding
chr2	137562408	137562434	72649	+	chr4	117526403	117526429	-	THSD7B	protein_coding
chr2	137003711	137003737	74514	+	chr2	139908691	139908717	-	THSD7B	protein_coding
chr2	136877246	136877273	69677	+	chr11	7558524	7558550	+	THSD7B	protein_coding
chr2	136953133	136953159	174656	+	chr2	136895817	136895843	+	THSD7B	protein_coding
chr1	28445308	28445335	94759	+	chr1	122295517	122295544	+	PHACTR4	protein_coding
chr15	79053387	79053414	129187	-	chr8	111052341	111052367	-	RASGRF1	protein_coding
chr14	104492719	104492745	107820	-	chr14	104451262	104451288	+	TMEM179	protein_coding
chr13	93310155	93310181	174411	+	chr13	86178685	86178710	-	GPC6	protein_coding
chr13	93322153	93322180	110048	+	chr2	64916851	64916876	-	GPC6	protein_coding
chr13	94061442	94061469	74285	+	chr13	95675323	95675349	-	GPC6	protein_coding
chr13	94369490	94369517	72194	+	chr8	13552679	13552704	-	GPC6	protein_coding
chr13	93358956	93358984	210726	+	chr13	90335092	90335118	-	GPC6	protein_coding
chr13	94384402	94384429	208455	+	chr13	93809786	93809811	-	GPC6	protein_coding
chr13	94359326	94359353	175732	+	chr1	147841547	147841573	-	GPC6	protein_coding
chr13	93362314	93362342	44924	+	chr12	109358044	109358069	+	GPC6	protein_coding
chr13	93284080	93284106	13015	+	chr19	26442165	26442192	+	GPC6	protein_coding
chrX	7706095	7706122	177678	+	chr17	68310580	68310605	-	STS	protein_coding
chrX	7707225	7707252	137249	+	chr10	69432059	69432086	-	STS	protein_coding
chrX	7467091	7467118	199665	+	chr9	7725647	7725674	+	STS	protein_coding
chrX	7659542	7659570	227338	+	chr1	37465147	37465172	-	STS	protein_coding
chrX	7652007	7652034	52762	+	chr13	94938220	94938245	-	STS	protein_coding
chr15	31593055	31593081	214066	-	chr11	102043227	102043253	+	OTUD7A	protein_coding
chr15	31484998	31485025	230380	-	chr6	63312182	63312208	+	OTUD7A	protein_coding
chr15	31593594	31593621	39070	-	chr14	105069594	105069620	-	OTUD7A	protein_coding
chr4	85786015	85786041	184145	+	chr1	172612906	172612933	+	ARHGAP24	protein_coding
chr4	85695480	85695508	25371	+	chr4	85170885	85170910	-	ARHGAP24	protein_coding
chr4	85715042	85715068	160587	+	chr15	77589707	77589733	+	ARHGAP24	protein_coding
chr4	85519807	85519834	196043	+	chr6	119880853	119880879	-	ARHGAP24	protein_coding
chr10	69313821	69313858	155984	+	chr15	36623549	36623575	-	HK1	protein_coding
chr2	159063088	159063115	148919	+	chr2	159954057	159954083	+	TANC1	protein_coding
chr2	159204462	159204488	204114	+	chr8	24594615	24594641	+	TANC1	protein_coding
chr7	94579104	94579131	179035	-	chr4	134937564	134937589	-	SGCE	protein_coding
chr17	51813170	51813196	55088	-	chr16	63790095	63790121	+	CA10	protein_coding
chr17	51832038	51832065	23409	-	chr17	51492478	51492504	+	CA10	protein_coding
chr17	51789229	51789256	177169	-	chr17	74800173	74800198	-	CA10	protein_coding
chr8	37502207	37502234	137158	-	chr4	31312526	31312553	+	LINC01605	lncRNA
chr13	20091682	20091709	161678	+	chr13	10377757	10377783	-	ZMYM2	protein_coding
chr2	152094486	152094513	234300	-	chr16	31579658	31579683	+	CACNB4	protein_coding
chr2	151898122	151898149	137993	-	chr1	57809422	57809448	-	CACNB4	protein_coding
chr12	42567813	42567843	38896	-	chr18	49718183	49718208	-	PRICKLE1	protein_coding
chr17	20950689	20950717	132267	+	chr18	32971773	32971798	+	CCDC144NL-AS1	lncRNA
chr4	103663899	103663925	245392	-	chr1	173055229	173055254	+	TACR3	protein_coding
chr13	91461995	91462022	3516	+	chr6	99308860	99308886	-	GPC5	protein_coding
chr13	91591211	91591239	37699	+	chr13	116792936	116792962	-	GPC5	protein_coding
chr13	92694925	92694951	148433	+	chr15	8804446	8804472	-	GPC5	protein_coding
chr13	91502136	91502163	104188	+	chr11	99993075	99993101	-	GPC5	protein_coding
chr13	92341422	92341449	40180	+	chr13	92341057	92341083	-	GPC5	protein_coding
chr13	92580944	92580971	108011	+	chr15	89499521	89499547	+	GPC5	protein_coding
chr13	92852397	92852424	144974	+	chr9	52503136	52503160	+	GPC5	protein_coding
chr13	92115407	92115434	139338	+	chr2	14838942	14838967	+	GPC5	protein_coding
chr13	92363450	92363476	132103	+	chr13	11542162	11542188	-	GPC5	protein_coding
chr13	92862265	92862292	81130	+	chr13	99450121	99450147	-	GPC5	protein_coding
chr13	91576913	91576939	249334	+	chr3	32032630	32032656	+	GPC5	protein_coding
chr8	55914414	55914443	10243	+	chr8	55914155	55914181	-	LYN	protein_coding
chr8	67153211	67153237	79489	+	chr2	170344190	170344216	-	CSPP1	protein_coding
chr4	119527526	119527553	107363	-	chr13	100492578	100492603	+	PDE5A	protein_coding
chr5	72966520	72966547	219596	+	chr5	74071996	74072022	-	FCHO2	protein_coding
chr3	157547115	157547142	150043	+	chr3	157932775	157932802	-	SLC66A1L	transcribed_unitary_pseudogene
chr9	112117697	112117724	125307	-	chr9	21911165	21911191	-	SUSD1	protein_coding
chr12	101977590	101977617	1557	+	chr10	110920103	110920129	-	DRAM1	protein_coding
chr2	111477136	111477164	22995	-	chr11	94563190	94563216	+	ENSG00000285016	lncRNA
chr2	111542457	111542484	203836	-	chr10	114756592	114756618	+	ENSG00000285016	lncRNA
chr11	12748595	12748621	96393	+	chr11	21180226	21180251	+	TEAD1	protein_coding
chr11	12829597	12829625	165540	+	chr11	13342181	13342207	-	TEAD1	protein_coding
chr5	129880933	129880960	12952	-	chr7	26550398	26550427	+	ENSG00000251680	lncRNA
chr5	129771278	129771304	235570	-	chr5	142179840	142179866	+	ENSG00000251680	lncRNA
chr5	129501314	129501341	34521	-	chr12	29640202	29640227	+	ENSG00000251680	lncRNA
chr3	68333540	68333567	194929	+	chr15	87791520	87791545	+	TAFA1	protein_coding
chr3	68542385	68542411	20349	+	chr3	68757636	68757662	+	TAFA1	protein_coding
chr3	68514724	68514751	14753	+	chr3	49155679	49155706	+	TAFA1	protein_coding
chr13	49381999	49382032	72357	-	chr9	38603333	38603359	+	CAB39L	protein_coding
chrX	72665744	72665768	42914	-	chr4	150215904	150215930	+	PHKA1	protein_coding
chr4	26293008	26293036	38099	+	chr5	31326984	31327010	+	RBPJ	protein_coding
chr4	26292360	26292388	8846	+	chr3	130474979	130475005	-	RBPJ	protein_coding
