rna_chr	rna_bgn	rna_end	id	rna_strand	dna_chr	dna_start	dna_end	dna_strand	gene_name	gene_type
chr17	76227148	76227174	18105	+	chr9	41372409	41372435	-	RNF157	protein_coding
chr17	39843882	39843908	115335	+	chr11	113779173	113779199	-	IKZF3	protein_coding
chr17	13828294	13828321	222455	+	chr8	110594567	110594593	+	COX10-DT	lncRNA
chr17	39848195	39848221	156321	+	chr3	69415015	69415041	+	IKZF3	protein_coding
chr17	39848195	39848221	216005	+	chr2	34684849	34684875	+	IKZF3	protein_coding
chr17	65837981	65838008	4956	+	chr11	68278464	68278489	-	CEP112	protein_coding
chr17	6433842	6433869	127324	+	chr1	190505959	190505985	+	AIPL1	protein_coding
chr17	39848383	39848410	143937	+	chr6	14526753	14526778	+	IKZF3	protein_coding
chr17	39848573	39848599	134835	+	chr5	4722453	4722479	+	IKZF3	protein_coding
chr17	39848573	39848599	209223	+	chr10	40316109	40316134	-	IKZF3	protein_coding
chr17	39848573	39848599	150869	+	chr7	79241435	79241461	-	IKZF3	protein_coding
chr17	39848573	39848599	195640	+	chr15	64491965	64491990	-	IKZF3	protein_coding
chr17	39848573	39848600	125501	+	chr16	47169713	47169739	+	IKZF3	protein_coding
chr17	39848693	39848720	132248	+	chr13	24964142	24964167	+	IKZF3	protein_coding
chr17	29274213	29274240	102933	+	chr17	29222606	29222631	-	NUFIP2	protein_coding
chr17	39845411	39845439	106655	+	chr17	39845538	39845564	+	IKZF3	protein_coding
chr17	39843715	39843742	128571	+	chr8	60006520	60006546	-	IKZF3	protein_coding
chr17	39843874	39843900	120113	+	chr6	44970800	44970826	-	IKZF3	protein_coding
chr17	39844403	39844430	21493	+	chr19	35464625	35464651	+	IKZF3	protein_coding
chr17	39848561	39848587	105024	+	chr8	46902381	46902407	-	IKZF3	protein_coding
chr17	39848561	39848587	139499	+	chr3	68445930	68445956	+	IKZF3	protein_coding
chr17	39848561	39848588	83882	+	chr19	51503070	51503095	+	IKZF3	protein_coding
chr17	39848561	39848588	135561	+	chr15	74016589	74016615	+	IKZF3	protein_coding
chr17	39848561	39848589	236593	+	chr1	54863065	54863091	+	IKZF3	protein_coding
chr17	39848561	39848589	151648	+	chr17	57195047	57195073	+	IKZF3	protein_coding
chr17	39848561	39848589	169236	+	chrUn_GL456389	10648	10675	-	IKZF3	protein_coding
chr17	39848561	39848589	86328	+	chr12	9748074	9748100	-	IKZF3	protein_coding
chr17	39848277	39848304	173791	+	chr1	43244356	43244382	+	IKZF3	protein_coding
chr17	39848705	39848732	105397	+	chr10	62051034	62051060	-	IKZF3	protein_coding
chr17	39848463	39848491	165181	+	chr8	101841441	101841466	+	IKZF3	protein_coding
chr17	39843661	39843688	218780	+	chr11	47976574	47976600	-	IKZF3	protein_coding
chr17	39843661	39843688	149393	+	chr15	67340812	67340838	-	IKZF3	protein_coding
chr17	39845932	39845959	120486	+	chr10	84579214	84579240	-	IKZF3	protein_coding
chr17	39845423	39845450	194013	+	chr17	39845411	39845437	+	IKZF3	protein_coding
chr17	39845423	39845450	77236	+	chr8	4525822	4525847	-	IKZF3	protein_coding
chr17	39847730	39847757	239637	+	chr2	145825865	145825891	-	IKZF3	protein_coding
chr17	39846013	39846039	202761	+	chr4	10459143	10459169	+	IKZF3	protein_coding
chr17	39846219	39846246	108470	+	chr2	4237053	4237079	+	IKZF3	protein_coding
chr17	39843722	39843749	93671	+	chr2	164517724	164517750	-	IKZF3	protein_coding
chr17	39843722	39843749	234149	+	chr10	85124621	85124647	-	IKZF3	protein_coding
chr17	39848468	39848495	201923	+	chr7	114164756	114164782	-	IKZF3	protein_coding
chr17	39848468	39848495	63060	+	chrX	13414505	13414531	-	IKZF3	protein_coding
chr17	39848468	39848495	195317	+	chr9	74963938	74963964	+	IKZF3	protein_coding
chr17	39848468	39848495	235711	+	chr9	13074251	13074277	-	IKZF3	protein_coding
chr17	39848468	39848495	200685	+	chr17	49840057	49840083	-	IKZF3	protein_coding
chr17	39848468	39848495	161238	+	chr3	120072467	120072492	-	IKZF3	protein_coding
chr17	39844991	39845018	45331	+	chr10	42950743	42950770	-	IKZF3	protein_coding
chr17	39847869	39847896	58353	+	chr14	32474519	32474545	-	IKZF3	protein_coding
chr17	39847869	39847896	112014	+	chr8	124000811	124000837	+	IKZF3	protein_coding
chr17	39847869	39847896	6700	+	chr11	84172153	84172178	+	IKZF3	protein_coding
chr17	39847869	39847896	1725	+	chr19	8886305	8886331	+	IKZF3	protein_coding
chr17	39847519	39847547	187992	+	chr19	49796325	49796351	-	IKZF3	protein_coding
chr17	39846320	39846346	38767	+	chr16	88230637	88230664	-	IKZF3	protein_coding
chr17	39843453	39843480	58898	+	chr3	92108471	92108496	+	IKZF3	protein_coding
chr17	39844118	39844144	98480	+	chr4	128943958	128943984	+	IKZF3	protein_coding
chr17	39844118	39844145	240424	+	chr12	111514333	111514359	-	IKZF3	protein_coding
chr17	39848171	39848198	78664	+	chr4	93592802	93592828	-	IKZF3	protein_coding
chr17	39843870	39843897	84707	+	chr7	120742824	120742849	+	IKZF3	protein_coding
chr17	39848355	39848381	236750	+	chr19	36550226	36550251	+	IKZF3	protein_coding
chr17	39848355	39848381	212345	+	chr14	82983218	82983243	+	IKZF3	protein_coding
chr17	39848355	39848381	125220	+	chr3	62016529	62016555	+	IKZF3	protein_coding
chr17	39848355	39848382	45126	+	chr19	25273444	25273470	+	IKZF3	protein_coding
chr17	39848355	39848383	167372	+	chr15	54996629	54996655	-	IKZF3	protein_coding
chr17	39846488	39846515	47408	+	chr14	20776273	20776299	-	IKZF3	protein_coding
chr17	39845420	39845447	9411	+	chr14	19049823	19049848	+	IKZF3	protein_coding
chr17	39846286	39846313	40557	+	chr5	100652038	100652057	-	IKZF3	protein_coding
chr17	39844090	39844117	93240	+	chr2	84486532	84486557	+	IKZF3	protein_coding
chr17	39843376	39843402	218307	+	chr16	91291288	91291314	+	IKZF3	protein_coding
chr17	39848700	39848725	78653	+	chr2	71233047	71233073	-	IKZF3	protein_coding
chr17	8173972	8173999	295	+	chr13	18525231	18525256	-	TMEM107	protein_coding
chr17	39843896	39843922	36636	+	chr1	173306920	173306946	+	IKZF3	protein_coding
chr17	39843896	39843922	167407	+	chr9	21813923	21813949	+	IKZF3	protein_coding
chr17	39843896	39843922	188553	+	chr7	56737569	56737595	-	IKZF3	protein_coding
chr17	39843896	39843922	207768	+	chr17	39843174	39843201	+	IKZF3	protein_coding
chr17	39843896	39843922	103420	+	chr10	8287939	8287966	-	IKZF3	protein_coding
chr17	39843896	39843922	218521	+	chr1	22317074	22317101	-	IKZF3	protein_coding
chr17	39843896	39843922	20839	+	chr5	96598493	96598519	+	IKZF3	protein_coding
chr17	39843896	39843923	208312	+	chr4	72791274	72791300	+	IKZF3	protein_coding
chr17	39843215	39843242	233040	+	chr16	62356221	62356246	-	IKZF3	protein_coding
chr17	39843215	39843241	84527	+	chr19	3123569	3123595	+	IKZF3	protein_coding
chr17	39846029	39846056	249208	+	chr3	49095206	49095232	-	IKZF3	protein_coding
chr17	39843643	39843669	38080	+	chr8	104136196	104136222	+	IKZF3	protein_coding
chr17	39843643	39843670	13926	+	chr14	19353044	19353070	-	IKZF3	protein_coding
chr17	39843785	39843811	174882	+	chr12	104634488	104634514	-	IKZF3	protein_coding
chr17	39843785	39843811	183195	+	chr12	33109110	33109136	+	IKZF3	protein_coding
chr17	39843785	39843812	82927	+	chr18	9608753	9608778	+	IKZF3	protein_coding
chr17	39843785	39843813	105701	+	chr7	143042709	143042734	-	IKZF3	protein_coding
chr17	39843785	39843813	150803	+	chr6	37880119	37880143	+	IKZF3	protein_coding
chr17	39843785	39843813	233207	+	chr11	56977259	56977285	-	IKZF3	protein_coding
chr17	39843785	39843813	173780	+	chr9	68564676	68564702	-	IKZF3	protein_coding
chr17	39848652	39848679	51734	+	chr16	54337435	54337460	+	IKZF3	protein_coding
chr17	39848760	39848787	27160	+	chr5	110641997	110642023	-	IKZF3	protein_coding
chr17	39846736	39846763	109870	+	chr8	72700354	72700381	+	IKZF3	protein_coding
chr17	39846736	39846763	127897	+	chr15	32686103	32686130	-	IKZF3	protein_coding
chr17	39844641	39844668	67719	+	chr6	62865673	62865699	+	IKZF3	protein_coding
chr17	39845480	39845508	203686	+	chr17	39848181	39848206	+	IKZF3	protein_coding
chr17	39845965	39845992	199476	+	chr11	103609540	103609565	+	IKZF3	protein_coding
chr17	39846160	39846187	92367	+	chr17	17064045	17064071	-	IKZF3	protein_coding
chr17	39843619	39843646	33041	+	chr11	26330567	26330593	+	IKZF3	protein_coding
chr17	13848099	13848126	206282	+	chr2	155624780	155624805	-	COX10-DT	lncRNA
chr17	39848722	39848748	143788	+	chr3	105162584	105162609	-	IKZF3	protein_coding
chr17	39848232	39848252	45326	+	chr11	105135195	105135221	-	IKZF3	protein_coding
chr17	39844496	39844523	242573	+	chr12	70774786	70774812	+	IKZF3	protein_coding
chr17	39844685	39844712	113316	+	chr10	9164636	9164662	-	IKZF3	protein_coding
chr17	39844685	39844712	130028	+	chr14	15740377	15740403	-	IKZF3	protein_coding
chr17	39844685	39844712	35978	+	chr16	42706226	42706250	-	IKZF3	protein_coding
chr17	39844685	39844712	205211	+	chr17	4623057	4623083	-	IKZF3	protein_coding
chr17	39844685	39844712	202597	+	chr16	88734985	88735010	-	IKZF3	protein_coding
chr17	39844685	39844712	59285	+	chr13	11159154	11159179	+	IKZF3	protein_coding
chr17	39844685	39844712	161797	+	chr18	5193077	5193102	+	IKZF3	protein_coding
chr17	39844685	39844713	229167	+	chr14	36071068	36071093	-	IKZF3	protein_coding
chr17	39844685	39844713	211208	+	chrX	110759808	110759834	-	IKZF3	protein_coding
chr17	39844685	39844713	215690	+	chr1	79247155	79247181	+	IKZF3	protein_coding
chr17	39844685	39844713	77369	+	chr5	56006260	56006285	+	IKZF3	protein_coding
chr17	39844685	39844713	186180	+	chr6	146832737	146832763	-	IKZF3	protein_coding
chr17	39844685	39844713	154749	+	chr10	54063249	54063274	-	IKZF3	protein_coding
chr17	39844685	39844713	134787	+	chr18	23666274	23666299	-	IKZF3	protein_coding
chr17	39844685	39844713	143551	+	chr14	22023889	22023916	+	IKZF3	protein_coding
chr17	39844685	39844713	156440	+	chr6	41767471	41767496	+	IKZF3	protein_coding
chr17	39844685	39844713	136756	+	chr1	138176981	138177007	+	IKZF3	protein_coding
chr17	39844685	39844713	244023	+	chr4	71063873	71063900	-	IKZF3	protein_coding
chr17	39844685	39844713	39157	+	chr8	98163748	98163774	-	IKZF3	protein_coding
chr17	39844680	39844711	80361	+	chrX	94334880	94334905	+	IKZF3	protein_coding
chr17	39845250	39845277	235140	+	chr16	18015263	18015290	+	IKZF3	protein_coding
chr17	39846061	39846088	190711	+	chr3	31592381	31592407	+	IKZF3	protein_coding
chr17	39846061	39846088	12009	+	chr18	5263996	5264022	-	IKZF3	protein_coding
chr17	39846061	39846088	20502	+	chr17	39844640	39844666	-	IKZF3	protein_coding
chr17	39843024	39843052	121142	+	chr16	11775809	11775832	+	IKZF3	protein_coding
chr17	39843024	39843052	8628	+	chr7	89592316	89592342	+	IKZF3	protein_coding
chr17	39843024	39843052	161914	+	chr12	42079547	42079572	+	IKZF3	protein_coding
chr17	39846629	39846656	229408	+	chr15	52948684	52948709	+	IKZF3	protein_coding
chr17	39848780	39848806	130119	+	chr6	22240033	22240058	+	IKZF3	protein_coding
chr17	39848780	39848806	139004	+	chr9	22409680	22409706	+	IKZF3	protein_coding
chr17	39848780	39848806	920	+	chr6	148790889	148790914	-	IKZF3	protein_coding
chr17	39848780	39848806	118989	+	chr6	32407192	32407219	+	IKZF3	protein_coding
chr17	39844458	39844484	14231	+	chr1	42579615	42579641	+	IKZF3	protein_coding
chr17	39848345	39848372	81971	+	chr12	40006308	40006335	-	IKZF3	protein_coding
chr17	39848345	39848372	89452	+	chr11	34306693	34306719	+	IKZF3	protein_coding
chr17	39843110	39843136	90231	+	chr8	62490619	62490644	-	IKZF3	protein_coding
chr17	39843110	39843136	171109	+	chr15	71959778	71959804	+	IKZF3	protein_coding
chr17	39843110	39843136	243972	+	chr8	87521331	87521357	-	IKZF3	protein_coding
chr17	39845416	39845442	22087	+	chr1	113066223	113066249	+	IKZF3	protein_coding
chr17	39848141	39848168	46129	+	chr5	151189803	151189829	+	IKZF3	protein_coding
chr17	39848141	39848168	169369	+	chr7	132156551	132156577	-	IKZF3	protein_coding
chr17	39848141	39848168	7029	+	chr10	27596216	27596242	-	IKZF3	protein_coding
chr17	39848141	39848168	84989	+	chr8	22442183	22442209	+	IKZF3	protein_coding
chr17	39848141	39848168	239981	+	chr8	128608892	128608918	+	IKZF3	protein_coding
chr17	39848141	39848168	225820	+	chr15	19870422	19870449	-	IKZF3	protein_coding
chr17	39843902	39843929	180755	+	chr8	58372855	58372880	-	IKZF3	protein_coding
chr17	39843902	39843929	103613	+	chr15	59978330	59978356	+	IKZF3	protein_coding
chr17	39843902	39843929	80067	+	chr1	96339562	96339588	-	IKZF3	protein_coding
chr17	39843902	39843929	19897	+	chr18	71148363	71148388	+	IKZF3	protein_coding
chr17	39843902	39843929	168754	+	chr4	7375730	7375756	+	IKZF3	protein_coding
chr17	39848559	39848585	171159	+	chr11	94041446	94041471	+	IKZF3	protein_coding
chr17	39848559	39848586	6477	+	chr8	31374614	31374640	+	IKZF3	protein_coding
chr17	39848559	39848586	65759	+	chr19	59757257	59757282	+	IKZF3	protein_coding
chr17	39848559	39848587	6543	+	chr9	95169987	95170013	+	IKZF3	protein_coding
chr17	39846486	39846513	17385	+	chr12	113927946	113927972	-	IKZF3	protein_coding
chr17	39845593	39845620	238852	+	chr12	30245009	30245035	+	IKZF3	protein_coding
chr17	39846291	39846318	47440	+	chr1	163455435	163455461	-	IKZF3	protein_coding
chr17	39846291	39846318	247730	+	chr1	23458340	23458366	+	IKZF3	protein_coding
chr17	39846291	39846320	60842	+	chr7	66122664	66122689	+	IKZF3	protein_coding
chr17	39845427	39845454	132042	+	chr2	5105834	5105859	+	IKZF3	protein_coding
chr17	39844494	39844520	214402	+	chr9	39543831	39543857	+	IKZF3	protein_coding
chr17	39844494	39844521	132810	+	chr6	53572789	53572815	-	IKZF3	protein_coding
chr17	39846289	39846315	243643	+	chr15	19886006	19886032	-	IKZF3	protein_coding
chr17	39847748	39847774	22441	+	chr2	127984150	127984177	-	IKZF3	protein_coding
chr17	39843465	39843492	106904	+	chr1	163190620	163190646	+	IKZF3	protein_coding
chr17	39848359	39848386	193640	+	chr3	102323676	102323702	+	IKZF3	protein_coding
chr17	39848359	39848386	216835	+	chr12	27775722	27775748	-	IKZF3	protein_coding
chr17	39847720	39847746	33677	+	chr4	132156771	132156797	-	IKZF3	protein_coding
chr17	39847720	39847746	92015	+	chr11	95667213	95667239	+	IKZF3	protein_coding
chr17	39847720	39847746	79397	+	chr18	31690098	31690123	-	IKZF3	protein_coding
chr17	39847720	39847747	69238	+	chr7	128752163	128752189	-	IKZF3	protein_coding
chr17	39847720	39847747	243078	+	chr15	16920956	16920981	-	IKZF3	protein_coding
chr17	39847720	39847747	19666	+	chr8	40191902	40191928	+	IKZF3	protein_coding
chr17	39846301	39846328	218850	+	chr1	38254502	38254528	+	IKZF3	protein_coding
chr17	76710455	76710481	123195	+	chr17	25589574	25589600	-	MXRA7	protein_coding
chr17	39848474	39848501	109961	+	chr1	88687964	88687990	-	IKZF3	protein_coding
chr17	39843021	39843048	106276	+	chr4	117560516	117560542	-	IKZF3	protein_coding
chr17	39843021	39843049	126702	+	chr8	91730322	91730347	+	IKZF3	protein_coding
chr17	47932730	47932756	132517	+	chr17	6855699	6855725	+	SP2-AS1	lncRNA
chr17	47932730	47932756	132517	+	chr17	6855699	6855725	+	ENSG00000266601	lncRNA
chr17	39847324	39847349	134318	+	chr6	3848517	3848543	-	IKZF3	protein_coding
chr17	39847324	39847351	16001	+	chr16	92837275	92837301	-	IKZF3	protein_coding
chr17	39847324	39847351	218219	+	chr10	110862908	110862933	-	IKZF3	protein_coding
chr17	39845109	39845136	200604	+	chr13	41694125	41694150	+	IKZF3	protein_coding
chr17	39846896	39846923	23676	+	chr8	89256008	89256034	+	IKZF3	protein_coding
chr17	39847510	39847535	95888	+	chr1	128194262	128194287	+	IKZF3	protein_coding
chr17	33834690	33834717	201976	+	chr17	33668365	33668390	+	ASIC2	protein_coding
chr17	33834690	33834717	201976	+	chr17	33668365	33668390	+	ENSG00000279668	lncRNA
chr17	39847318	39847344	95530	+	chr11	36224584	36224610	-	IKZF3	protein_coding
chr17	39847318	39847345	41593	+	chr12	11298930	11298955	-	IKZF3	protein_coding
chr17	39847318	39847345	129924	+	chr15	79498103	79498129	+	IKZF3	protein_coding
chr17	39847318	39847345	55194	+	chr2	45141198	45141224	+	IKZF3	protein_coding
chr17	39847318	39847345	46640	+	chr3	30115670	30115696	+	IKZF3	protein_coding
chr17	39847318	39847345	146955	+	chr11	84072552	84072577	+	IKZF3	protein_coding
chr17	39847318	39847345	132162	+	chrX	66993867	66993894	-	IKZF3	protein_coding
chr17	39848179	39848205	233541	+	chr16	36375161	36375186	-	IKZF3	protein_coding
chr17	39848179	39848205	134682	+	chr7	133126924	133126949	-	IKZF3	protein_coding
chr17	39848179	39848205	136894	+	chrX	109012779	109012804	-	IKZF3	protein_coding
chr17	39848179	39848206	48635	+	chr10	29494143	29494169	-	IKZF3	protein_coding
chr17	39848179	39848206	225274	+	chr1	20903519	20903545	+	IKZF3	protein_coding
chr17	39848179	39848206	97265	+	chr5	29616901	29616926	-	IKZF3	protein_coding
chr17	39848179	39848206	249655	+	chr19	12983830	12983855	+	IKZF3	protein_coding
chr17	39848179	39848206	237531	+	chr12	5893979	5894005	-	IKZF3	protein_coding
chr17	39848179	39848206	69323	+	chr17	72029321	72029347	+	IKZF3	protein_coding
chr17	39848179	39848206	91934	+	chr14	36556052	36556079	-	IKZF3	protein_coding
chr17	39848179	39848206	249723	+	chrX	52537815	52537840	-	IKZF3	protein_coding
chr17	39847989	39848016	227105	+	chr9	82576727	82576754	-	IKZF3	protein_coding
chr17	39847989	39848016	224684	+	chr16	90276684	90276709	+	IKZF3	protein_coding
chr17	28773059	28773086	9053	+	chr10	46151302	46151328	+	FAM222B	protein_coding
chr17	39845912	39845939	32833	+	chr12	13547204	13547230	+	IKZF3	protein_coding
chr17	39845912	39845939	164962	+	chr6	8427052	8427078	-	IKZF3	protein_coding
chr17	39845912	39845939	10828	+	chr6	123716398	123716424	+	IKZF3	protein_coding
chr17	39845912	39845939	208206	+	chrX	140318087	140318113	+	IKZF3	protein_coding
chr17	47621680	47621708	151343	+	chr18	84808533	84808559	+	KPNB1-DT	lncRNA
chr17	39846754	39846780	110112	+	chr6	49980016	49980042	+	IKZF3	protein_coding
chr17	39846754	39846781	244382	+	chr8	47889597	47889623	-	IKZF3	protein_coding
chr17	39846754	39846781	132502	+	chr6	76628887	76628912	+	IKZF3	protein_coding
chr17	39846754	39846781	97575	+	chr8	112526134	112526159	-	IKZF3	protein_coding
chr17	39846754	39846781	5667	+	chr4	28780227	28780252	+	IKZF3	protein_coding
chr17	39847560	39847586	144047	+	chr4	88038872	88038898	+	IKZF3	protein_coding
chr17	39847560	39847586	208331	+	chr3	100345782	100345808	-	IKZF3	protein_coding
chr17	39847560	39847586	45096	+	chr15	56237004	56237030	-	IKZF3	protein_coding
chr17	39847560	39847587	63148	+	chr1	72293225	72293251	+	IKZF3	protein_coding
chr17	39847560	39847587	107014	+	chr7	97549728	97549754	+	IKZF3	protein_coding
chr17	39847560	39847587	249248	+	chr6	38333970	38333996	-	IKZF3	protein_coding
chr17	39847560	39847587	186819	+	chr1	51951708	51951734	+	IKZF3	protein_coding
chr17	39847560	39847587	156414	+	chr8	105019165	105019190	+	IKZF3	protein_coding
chr17	39847560	39847587	5707	+	chr1	179008226	179008251	+	IKZF3	protein_coding
chr17	39847560	39847587	203525	+	chr18	10523980	10524005	-	IKZF3	protein_coding
chr17	39846649	39846676	140931	+	chr19	19063948	19063974	+	IKZF3	protein_coding
chr17	39846649	39846676	190216	+	chr18	5592968	5592993	+	IKZF3	protein_coding
chr17	39846649	39846676	8374	+	chr13	94703402	94703427	-	IKZF3	protein_coding
chr17	39846649	39846676	113970	+	chr3	55403399	55403424	+	IKZF3	protein_coding
chr17	39843886	39843913	84321	+	chr14	50266812	50266838	-	IKZF3	protein_coding
chr17	39843886	39843913	110184	+	chr12	37517001	37517027	-	IKZF3	protein_coding
chr17	39843886	39843913	1147	+	chr16	62908369	62908395	+	IKZF3	protein_coding
chr17	39843493	39843520	142337	+	chr9	17036290	17036315	+	IKZF3	protein_coding
chr17	39843493	39843520	22890	+	chr5	13112935	13112961	-	IKZF3	protein_coding
chr17	39843493	39843520	55129	+	chr1	102747717	102747743	-	IKZF3	protein_coding
chr17	39843493	39843520	18570	+	chr11	36157526	36157551	+	IKZF3	protein_coding
chr17	39843676	39843703	41655	+	chr9	35858796	35858822	-	IKZF3	protein_coding
chr17	39845715	39845742	183780	+	chr9	7630955	7630982	-	IKZF3	protein_coding
chr17	39843612	39843638	129997	+	chr17	19280100	19280126	+	IKZF3	protein_coding
chr17	39843612	39843638	43607	+	chrX	106315424	106315450	-	IKZF3	protein_coding
chr17	39843612	39843638	248743	+	chr1	31728522	31728548	-	IKZF3	protein_coding
chr17	39843612	39843638	54287	+	chr4	109079570	109079596	-	IKZF3	protein_coding
chr17	39843612	39843638	37673	+	chr7	88400982	88401008	-	IKZF3	protein_coding
chr17	39843612	39843638	105672	+	chr3	20464557	20464584	-	IKZF3	protein_coding
chr17	39843612	39843638	65792	+	chr1	6604361	6604386	-	IKZF3	protein_coding
chr17	39843612	39843638	126194	+	chr9	77274673	77274699	-	IKZF3	protein_coding
chr17	39843612	39843638	155653	+	chr2	89332336	89332361	-	IKZF3	protein_coding
chr17	39843612	39843639	103803	+	chr12	87244571	87244597	+	IKZF3	protein_coding
chr17	39843612	39843639	147156	+	chr15	28373109	28373135	-	IKZF3	protein_coding
chr17	39843612	39843639	13866	+	chr5	7375962	7375990	+	IKZF3	protein_coding
chr17	74697434	74697461	171604	+	chr7	130095565	130095590	+	CD300LF	protein_coding
chr17	8176374	8176401	51771	+	chr8	14994004	14994029	+	TMEM107	protein_coding
chr17	39844491	39844518	249923	+	chr19	22112049	22112075	-	IKZF3	protein_coding
chr17	39847854	39847881	149569	+	chr6	96275573	96275598	-	IKZF3	protein_coding
chr17	39844731	39844758	129743	+	chr19	8308708	8308734	-	IKZF3	protein_coding
chr17	63947682	63947709	42021	+	chr17	62160495	62160521	+	SCN4A	protein_coding
chr17	13895677	13895704	245265	+	chr17	14158065	14158090	-	COX10-DT	lncRNA
chr17	39847974	39848001	244422	+	chr9	32477596	32477621	+	IKZF3	protein_coding
chr17	33303000	33303027	98579	+	chr2	173404515	173404541	+	ASIC2	protein_coding
chr17	27966989	27967016	162561	+	chr1	55284824	55284850	+	LINC01992	lncRNA
chr17	45441753	45441779	13544	+	chr2	130361564	130361590	+	PLEKHM1	protein_coding
chr17	39844692	39844717	95131	+	chr9	12774962	12774988	-	IKZF3	protein_coding
chr17	39844692	39844717	243227	+	chr12	60350636	60350663	+	IKZF3	protein_coding
chr17	39844692	39844717	201805	+	chr11	38280183	38280209	+	IKZF3	protein_coding
chr17	39844692	39844717	242334	+	chr12	60839652	60839678	-	IKZF3	protein_coding
chr17	39844692	39844717	90534	+	chr3	108915166	108915192	+	IKZF3	protein_coding
chr17	39844692	39844717	93614	+	chr11	104900405	104900431	+	IKZF3	protein_coding
chr17	39844692	39844717	85645	+	chr8	79376876	79376901	+	IKZF3	protein_coding
chr17	39844692	39844717	7018	+	chr9	67331269	67331295	+	IKZF3	protein_coding
chr17	39844692	39844717	150690	+	chr8	90577160	90577187	+	IKZF3	protein_coding
chr17	39844692	39844717	194273	+	chr2	123142751	123142776	-	IKZF3	protein_coding
chr17	39844692	39844717	82298	+	chr1	52667785	52667811	-	IKZF3	protein_coding
chr17	39844692	39844717	198996	+	chr1	72467485	72467510	+	IKZF3	protein_coding
chr17	39844692	39844717	177559	+	chr2	27192428	27192454	-	IKZF3	protein_coding
chr17	39844692	39844717	37882	+	chr7	30592898	30592924	+	IKZF3	protein_coding
chr17	39844692	39844717	185536	+	chr5	28382491	28382517	+	IKZF3	protein_coding
chr17	39844692	39844717	119682	+	chr5	88719246	88719270	+	IKZF3	protein_coding
chr17	39844692	39844717	221167	+	chr8	27781041	27781067	+	IKZF3	protein_coding
chr17	39844692	39844716	183372	+	chr13	26477156	26477182	-	IKZF3	protein_coding
chr17	39844692	39844717	20689	+	chr4	51670617	51670644	+	IKZF3	protein_coding
chr17	39844692	39844717	221555	+	chr2	21214380	21214406	-	IKZF3	protein_coding
chr17	39844692	39844717	194461	+	chr16	12227432	12227458	-	IKZF3	protein_coding
chr17	39844692	39844717	69784	+	chr15	25531858	25531883	+	IKZF3	protein_coding
chr17	39844692	39844718	79908	+	chr10	74492439	74492465	-	IKZF3	protein_coding
chr17	39844692	39844718	163807	+	chr13	96629905	96629932	+	IKZF3	protein_coding
chr17	39844692	39844718	219442	+	chr1	76928555	76928581	-	IKZF3	protein_coding
chr17	39844692	39844718	98497	+	chr6	49456001	49456027	+	IKZF3	protein_coding
chr17	39844692	39844718	244215	+	chr3	54193700	54193726	-	IKZF3	protein_coding
chr17	39844692	39844718	208143	+	chr14	95202156	95202182	-	IKZF3	protein_coding
chr17	39844692	39844718	4256	+	chr12	10295352	10295379	-	IKZF3	protein_coding
chr17	39844692	39844718	120866	+	chrX	74761561	74761588	-	IKZF3	protein_coding
chr17	39844692	39844718	212822	+	chr15	70081472	70081498	-	IKZF3	protein_coding
chr17	39844692	39844718	55203	+	chrUn_GL456389	15814	15839	-	IKZF3	protein_coding
chr17	39844692	39844718	215326	+	chr10	30029003	30029030	-	IKZF3	protein_coding
chr17	39844692	39844718	104868	+	chr18	37689289	37689315	+	IKZF3	protein_coding
chr17	39844692	39844718	13066	+	chr15	6589370	6589397	+	IKZF3	protein_coding
chr17	39844692	39844718	111120	+	chr1	26382444	26382470	+	IKZF3	protein_coding
chr17	39844692	39844718	127553	+	chr11	65427952	65427978	+	IKZF3	protein_coding
chr17	39844692	39844718	55470	+	chr9	13967774	13967800	-	IKZF3	protein_coding
chr17	39844692	39844718	43503	+	chr1	71317025	71317051	-	IKZF3	protein_coding
chr17	39844692	39844718	54414	+	chr1	183299176	183299202	+	IKZF3	protein_coding
chr17	39844692	39844718	49825	+	chr17	39843422	39843448	-	IKZF3	protein_coding
chr17	39844692	39844718	7390	+	chr5	88981373	88981399	+	IKZF3	protein_coding
chr17	39844692	39844718	247699	+	chr8	69019830	69019856	-	IKZF3	protein_coding
chr17	39844692	39844718	210976	+	chr14	59559679	59559705	-	IKZF3	protein_coding
chr17	39844692	39844718	78593	+	chr8	113670829	113670855	-	IKZF3	protein_coding
chr17	39844692	39844718	188003	+	chr11	11696133	11696159	+	IKZF3	protein_coding
chr17	39844692	39844718	67886	+	chr2	72339614	72339639	+	IKZF3	protein_coding
chr17	39844692	39844718	89782	+	chr19	30310922	30310947	+	IKZF3	protein_coding
chr17	39844692	39844718	86189	+	chr17	62684273	62684300	+	IKZF3	protein_coding
chr17	39844692	39844718	36994	+	chr11	76051295	76051322	-	IKZF3	protein_coding
chr17	39844692	39844718	94221	+	chr1	36576456	36576481	+	IKZF3	protein_coding
chr17	39844692	39844718	144969	+	chr17	19088112	19088138	+	IKZF3	protein_coding
chr17	39844692	39844718	125773	+	chr3	19032279	19032305	+	IKZF3	protein_coding
chr17	39844692	39844718	82212	+	chr1	68234951	68234976	+	IKZF3	protein_coding
chr17	39844692	39844718	201218	+	chr3	108845377	108845403	+	IKZF3	protein_coding
